,SupplierUniqueCatalogueNumber,BrandName,Generic,Manufacturer,Description,Dosage,Form,PackSize,PackSizeUnits,ProductType,RequiresRx,TaxName,IsTaxExempt,IsTaxIncluded,TaxPercent,PricePerPackage,CatalogTag,Status,PointsAccumulation
,1MGE0002269,Fizovit Tablet,,Pharmtak Ophtalmics India Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,49,,Available,1
,1MGE0002270,Marshel Tablet,,Meridian Enterprises Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,49,,Available,1
,1MGE0002271,I-20 Eye Drop,,Menarini India Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,49,,Available,1
,1MGE0002272,Boss Drop,,Cipla Health Ltd,,,,,,consumer health,No,GST,No,Yes,0,49,,Available,1
,1MGE0002273,"Mirah Belle Goat Milk, Grapefruit Cleansing Soap",,Dabur India Ltd,,,,,,consumer health,No,GST,No,Yes,0,49,,Available,1
,1MGE0002274,Pravek Kaishore Guggulu 375mg Tablet,,The Sidhpur Sat-Isabgol Factory,,,,,,consumer health,No,GST,No,Yes,0,49,,Available,1
,1MGE0002275,Yutika Naturals Complete Protection Hand Wash,,Dabur India Ltd,,,,,,consumer health,No,GST,No,Yes,0,49,,Available,1
,1MGE0002276,Coligon Drop,,Zydus Cadila,,,,,,consumer health,No,GST,No,Yes,0,49,,Available,1
,1MGE0002277,Yutika Naturals Complete Protection Hand Wash,,Mitoch Pharma Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,49,,Available,1
,1MGE0002278,Think Skin Lemon Fresh Body Wash,,Jiva Ayurvedic Pharmacy Ltd,,,,,,consumer health,No,GST,No,Yes,0,49,,Available,1
,1MGE0002279,Samcad C Tablet,,Icpa Health Products Ltd,,,,,,consumer health,No,GST,No,Yes,0,49,,Available,1
,1MGE0002280,Think Skin Wild Rose Body Wash,,Kerala Ayurveda Limited,,,,,,consumer health,No,GST,No,Yes,0,49,,Available,1
,1MGE0002281,Itone Eye Drop,,Mankind Pharma Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002282,Prega News Pregnancy Test Kit,,Dabur India Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002283,Vizylac Capsule,,Sriveda Sattva Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002284,Aurum Antibacterial Hand Sanitizer Gel,,Sriveda Sattva Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002285,Dr. Morepen Protect Instant Hand Sanitizer,,Lupin Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002286,Dr. Morepen Protect Instant Hand Sanitizer,,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002287,Axiom Hand Sanitizer,,Veloce Herbals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002288,Axiom Medicated Hand Sanitizer,,Tansukh Herbals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002289,Colgate Strong Teeth Toothpaste,,Kerala Naturals,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002290,Himalaya Wellness Pure Hands Sanitizer,,Datt Mediproducts Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002291,Sri Sri Tattva Anu Taila Nasal Drops,,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002292,Meghdoot Neem Tulsi Talc Powder,,Himalaya Drug Company,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002293,Caladryl Lotion,,Arora Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002294,Scarab Lotion,,Sapient Laboratories Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002295,Johnson's Baby Oil with Vitamin E,,Eris Lifesciences Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002296,Ralson Remedies Hand Cleanser,,Macleods Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002297,i Safe Hand Sanitizer,,Jiva Ayurvedic Pharmacy Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002298,The Man Company Hand Sanitizer Gel (Clear Pet Bottle),,Mankind Pharma Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002299,Little's Soft Cleansing Baby Wipes,,Roots Life Sciences (India) Pvt. Ltd.,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002300,Adliv Forte Capsule,,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002301,Aeres Hand Sanitizer Gel,,Nri Vision Care India Limited,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002302,Aeres Hand Sanitizer Gel,,Aksigen Hospital Care,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002303,Dabur Hajmola Maha Aam Imli Candy,,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002304,Colgate Strong Teeth Toothpaste,,Lord's Homoeopathic Laboratory Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002305,Ayur Herbal Deep Pore Cleansing Milk Cleanser,,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002306,Himalaya Bonnisan Liquid,,Tansukh Herbals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002307,Colimex DF Plus Oral Drops,,Himalaya Drug Company,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002308,Omnigel,,Lama Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002309,Bibo Fighter Hand Bottle (100ml Each),,Unjha Ayurvedic Pharmacy,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002310,Livotone Capsule,,Cipla Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002311,DentoShine Extra Soft Zippy Toothbrush for Kids,,Oxford Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002312,Aeres Hand Sanitizer Gel,,TTK Healthcare Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002313,Buscogast Plus Tablet,,Klar Sehen Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002314,DentoShine Extra Soft Zippy Toothbrush for Kids,,Alarsin Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002315,DentoShine Extra Soft Zippy Toothbrush for Kids,,Reckitt Benckiser,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002316,Charm & Glow Facial Kit,,Systopic Laboratories Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002317,Fastaid Antiseptic Liquid,,GlaxoSmithKline Consumer Healthcare,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002318,UV Tec Cream,,Dabur India Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002319,B 29 Daily Tablet,,Himalaya Drug Company,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002320,Pronta Home Pregnancy Test Kit,,Vicco Laboratories,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002321,Satvyk White Chia Seeds,,Isha Surgical,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002322,Himalaya Hiora-GA Gum Astringent Gel,,Sriveda Sattva Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002323,Decal Tablet,,Unjha Ayurvedic Pharmacy,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002324,Proco -M Sugar Free Sachet,,Kerala Ayurveda Limited,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002325,Guapha Ayurveda Kanscolin Herbal Cough Syrup,,Jiva Ayurvedic Pharmacy Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002326,DentoShine Extra Soft Zippy Toothbrush for Kids,,Alembic Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002327,Goseva Gau Amrit Milk Kesar Soap,,Sriveda Sattva Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002328,Krishna's Ayurvedic Soap,,Akumentis Healthcare Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002329,Jeevan Ras Absolute Herbal Oil Nasal Drop,,Centaur Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002330,Prega News Advance Pregnancy Test Kit,,Sriveda Sattva Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002331,Covid Tablet,,Vaadi Herbals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002332,Microshield Blue Handrub Sanitizer,,Kerala Ayurveda Limited,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002333,Detoxirub-H Hand Sanitizer,,Glenmark Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002334,Unjha Lashunadi Vati,,Kerala Ayurveda Limited,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002335,Cligerm Hand Sanitizer,,Sriveda Sattva Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002336,Digstv Anardana,,Meghdoot Gramodyog Sewa sansthan,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002337,Mpil Neemelia Herbal Bathing Bar,,Mankind Pharma Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002338,Vomiteb Syrup,,Kerala Ayurveda Limited,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002339,Aquawhite Jiggle Wiggle Toothbrush,,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002340,Orocop Mouth Wash,,Krishna's Herbal & Ayurveda,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002341,Stim Denture Brush,,East West Pharma,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002342,Aeres Hand Sanitizer Gel,,Vyas Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002343,Babuline Baby Soap,,Krishna's Herbal & Ayurveda,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002344,Colgate Sensitive Toothbrush,,Basic Ayurveda,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002345,Babuline Baby Shampoo,,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002346,Aquawhite Jiggle Wiggle Toothbrush,,Ipca Laboratories Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002347,Aeres Hand Sanitizer Gel,,Dabur India Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002348,Satvyk Herbal Bath Soap,,Sinag Healthcare Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002349,Aquawhite Jiggle Wiggle Toothbrush,,Cadila Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002350,Colgate Maxfresh Red Gel Anticavity Toothpaste with Free Toothbrush,,Ipca Laboratories Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002351,StayHappi Triple Immuno Chewable Tablet,,Abbott,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002352,Pylsact Ointment,,Himalaya Drug Company,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002353,Satvyk Herbal Bath Soap,,Unjha Ayurvedic Pharmacy,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002354,Aquawhite Jiggle Wiggle Toothbrush,,Eris Lifesciences Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002355,Satvyk Herbal Bath Soap,,Prabhat Ayurvedic Pharmacy,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002356,DentoShine Super Slim Soft Toothbrush,,Delcure Life Sciences,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002357,Sheltidin Cough Syrup,,Ashtanga Ayurvedics,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002358,Satvyk Herbal Bath Soap,,Shree Baidyanath Ayurved Bhawan Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002359,Aquawhite Jiggle Wiggle Toothbrush,,Lama Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002360,Satvyk Herbal Bath Soap,,Vedantika Herbals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002361,Meghdoot Prickly Heat Talc Powder,,Lama Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002362,Satvyk Herbal Bath Soap,,Seagull Laboratories (I) Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002363,Freshol Hand Cleanser Sanitizer,,Koko Tawa Healthcare Products Limited,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002364,Solumiks Plantacid Capsule,,Indoco Remedies Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002365,Ayur Herbal Aloe Vera Astringent,,Klingen Life Sciences Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002366,Satvyk Herbal Bath Soap,,Wanbury Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002367,Satvyk Herbal Bath Soap,,Cadila Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002368,Satvyk Herbal Bath Soap,,Unimarck Healthcare Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002369,Aquawhite Jiggle Wiggle Toothbrush,,Shine Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002370,Aquawhite Jiggle Wiggle Toothbrush,,Sri Jain Ayurvedic Pharmacy,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002371,DentoShine Super Slim Soft Toothbrush,,Himalaya Drug Company,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002372,Devotion Herbal Bath Soap,,Sriveda Sattva Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002373,Aquawhite Jiggle Wiggle Toothbrush,,Dabur India Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002374,Satvyk Herbal Bath Soap,,Alive Healthcare,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002375,Mirah Belle Miracle Charcoal Cleansing Soap,,Jiva Ayurvedic Pharmacy Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002376,Colpep Paediatric Drops,,Win-Medicare Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002377,Satvyk Herbal Bath Soap,,Koye Pharmaceuticals Pvt ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002378,Lama Khadiradi Bati,,Geno Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002379,Four Seasons Instant Herbal Hand Sanitizer,,Colgate-Palmolive Company,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002380,Aristocrat 70% Alcohol Hand Sanitizer,,Shree Baidyanath Ayurved Bhawan Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002381,Calcilace Tablet,,Mark India,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002382,Basic Ayurveda Abhrak Bhasma,,Menarini India Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002383,Eutheria Ointment,,Kerala Naturals,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002384,Mirah Belle Goat Milk Baby Soap,,Kerala Ayurveda Limited,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002385,Snago Bar,,Aristo Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002386,Lioncrown Sanitizer Hand,,Sriveda Sattva Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002387,Outlet Laxative Oral Drops,,Kerala Ayurveda Limited,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002388,Aquawhite Jiggle Wiggle Toothbrush,,NuLife Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002389,Basic Ayurveda Swarna Makshik Bhasma,,SBS Herbal Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002390,Birla Ayurveda Face Pack,,Dr.Palep Medical Research Foundation,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002391,Vintage Avian Hand Sanitizer,,Vitromed Healthcare,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002392,Disilon Forte QAC 1% Hand Disinfectant Liquid Sanitizer,,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002393,Shower to Shower Prickly Heat Powder,,Himalaya Drug Company,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002394,Meolo HP Powder,,Wallace Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002395,Dextrohusk Sachet,,HCP Wellness LLP,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002396,Mirah Belle Coconut Milk Mogra Moisturising Soap,,Basic Ayurveda,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002397,DND Hand Sanitizer,,Troikaa Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002398,Flat Tummies Vitamin Bar (35gm Each),,Indoco Remedies Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002399,Patanjali Divya Swasari Pravahi,,Siddhagiri Satvyk,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002400,LDD Bioscience Homeo-Clean Hand Sanitizer,,Global Dent Aids Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002401,Nutricity Sachet,,Speciality Meditech Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002402,Colgate Kids (2 Plus Years) Gentle Soft Toothbrush,,Alkem Laboratories Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002403,Twasa Noni Bath Soap with Aloevera,,Morepen Laboratories Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002404,Small Wonder Anti-Bacterial Hand Sanitizer (100ml Each),,Surprise Foods,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002405,Kara Cleansing and Hydrating Aloe Vera and Mint Oil Wipes,,Kailash Ayurveda Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002406,Kara Cleansing and Hydrating Neem and Tea Tree Oil Wipes,,Krishna's Herbal & Ayurveda,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002407,Upcount Sachet,,Zandu Pharmaceutical Works Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002408,Jark Pharma Cleeno Hand Cleanser Sanitizer,,Mirah Belle Naturals,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002409,Pyl Capsule,,Akumentis Healthcare Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002410,Prekolon Sachet,,Global Dent Aids Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002411,Nerical Tablet,,Kailash Ayurveda Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002412,Kara Cleansing and Hydrating Aloe Vera and Cucumber Wipes,,Salveo Life Sciences Limited,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002413,Safe-O-Kid High Density L-Shaped Nbr Corner Cushions,,Cipla Health Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002414,Vicco Vajradanti Ayurvedic Medicine for Gums and Teeth,,Biokind Healthcare Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,50,,Available,1
,1MGE0002415,Unienzyme Tablet,,Lincoln Pharmaceuticals Ltd,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002416,VICKS INHALER,,Babuline Pharma,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002417,Sri Sri Tattva Sudanta Toothpaste,,Avin Pharma,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002418,Sri Sri Tattva Srinetra Eye Drop,,Suncare Formulations Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002419,Otrivin S Nasal Spray,,Basic Ayurveda,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002420,Otrivin S Nasal Spray,,Satvika Bio-Foods India Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002421,One-UP Gold D Tablet,,Galpha Laboratories Ltd,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002422,Anofer SP Tablet,,Parth Remedies,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002423,Vitneurin CZS Tablet,,Medbaxy Healthcare Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002424,Convical-D Tablet,,Leo Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002425,Dabur Active Blood Purifier Syrup,,Basic Ayurveda,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002426,Safent First Aid Bandage,,Babuline Pharma,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002427,Dhootapapeshwar Agnitundi Vati,,Depsons Pharma,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002428,Dabur Bolbaddha Ras,,Himalaya Drug Company,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002429,Cat Aid Eye Drops,,Alva Pharmacy,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002430,Vaadi Herbals Becalming Tea Tree Anti-Acne Soap,,Veloce Herbals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002431,kg Low  Sachet,,Serum Institute Of India Ltd,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002432,Eqsta Hand Sanitizer,,Pulse Pharmaceuticals,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002433,Bestozyme Drop,,Eris Lifesciences Ltd,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002434,Lama Himsangam Ayurvedic Oil,,La Renon Healthcare Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002435,Sane Nasal Drops,,Merck Ltd,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002436,Alamin -Rld Powder,,VLCC Personal Care Limited,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002437,Gutgain Sachet 1gm,,Colgate-Palmolive Company,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002438,Hynasal XL Nasal Drops,,Naturell India Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002439,Himalaya Baby Massage Oil,,Unimarck Healthcare Ltd,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002440,Oxzim Plus Tablet,,Med Manor Organics Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002441,Medineuron Tablet,,Systopic Laboratories Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002442,Oxymet Nasal Drops,,Veloce Herbals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002443,Shinofit Capsule,,Macleods Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002444,Urofizz Sachet,,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002445,UTH G75 Powder,,Fourrts India Laboratories Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002446,Cynobac Tablet,,Mark India,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002447,Rematrix Sachet,,Sanofi India  Ltd,,,,,,consumer health,No,GST,No,Yes,0,51,,Available,1
,1MGE0002448,Fourts B Tablet,,Cipla Ltd,,,,,,consumer health,No,GST,No,Yes,0,52,,Available,1
,1MGE0002449,Sobisis Forte Tablet,,Systopic Laboratories Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,52,,Available,1
,1MGE0002450,Dabur Kanchnar Guggulu,,Klar Sehen Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,52,,Available,1
,1MGE0002451,Colgate Active Salt Toothpaste,,Khadi Naturals,,,,,,consumer health,No,GST,No,Yes,0,52,,Available,1
,1MGE0002452,Sri Sri Tattva Haritaki Tablet 500mg,,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,52,,Available,1
,1MGE0002453,Vicco Turmeric Wso Skin Cream,,Swadeshi Ayurved,,,,,,consumer health,No,GST,No,Yes,0,52,,Available,1
,1MGE0002454,Hansaplast Soft Fixation Tape,,Sandika Pharmaceuticals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,52,,Available,1
,1MGE0002455,Jiva Brahmi Tablet,,Shreya Life Sciences Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,52,,Available,1
,1MGE0002456,Dabur Lavanbhaskar Churna,,Aimil Pharmaceuticals India Ltd,,,,,,consumer health,No,GST,No,Yes,0,52,,Available,1
,1MGE0002457,Sri Sri Tattva Trayodashanga Guggulu 300mg Tablet,,Vedi Herbals Pvt Ltd,,,,,,consumer health,No,GST,No,Yes,0,52,,Available,1
